"prefecture","canonical_name","normalized_identity","coverage_disposition","source_membership","source_original_names","source_urls","retrieval_dates","operating_evidence_status","operating_evidence_url","operating_evidence_as_of","feelzlike_urls","exceptions"
"Niigata","Tainai Ski Resort","tainai","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Tainai | Tainai | Tainai Ski Area (Closed 2020) | Tainai Ski Area (Closed 2020)","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/tainai/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","https://niigata-kankou.or.jp/ski","2026-08-26","",""
"Niigata","Tangram Ski Circus","tangramskicircus","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Tangram Ski Circus | Tangram Ski Circus","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Tochio Family Resort","tochiofamilyresort","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Tochio Family Resort | Tochio Family Resort | Tochio Family Ski Area | Tochio Family Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/tochio-family-resort/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Niigata","Tōkamachi City Matsudai Family Ski Area","tokamachicitymatsudaifamilyskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Tōkamachi City Matsudai Family Ski Area | Tōkamachi City Matsudai Family Ski Area","https://en.wikipedia.org/wiki/Tōkamachi,_Niigata | https://en.wikipedia.org/wiki/Tōkamachi,_Niigata","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Tōkamachi City Ski Area","tokamachicityskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Tōkamachi City Ski Area | Tōkamachi City Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Tsubame Onsen Ski Area (shut down)","tsubameonsenskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Tsubame Onsen Ski Area (shut down) | Tsubame Onsen Ski Area (shut down)","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Tsuchitaru","tsuchitaru","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Tsuchitaru | Tsuchitaru (temporarily closed)","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/tsuchitaru/","2026-07-13 | 2026-08-24","unresolved","","","",""
"Niigata","Tsunan","tsunan","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Tsunan | Tsunan | Mountain Park Tsunan Ski Area | Mountain Park Tsunan Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/tsunan/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Niigata","Tsunogami","tsunogami","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Tsunogami | Tsunogami | Tsunogami Ski Area | Tsunogami Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/tsunogami/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Niigata","Ugawa Ski Area","ugawaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Ugawa Ski Area | Ugawa Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Uonuma City Ōhara Ski Area","uonumacityoharaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Uonuma City Ōhara Ski Area | Uonuma City Ōhara Ski Area","https://en.wikipedia.org/wiki/Uonuma,_Niigata | https://en.wikipedia.org/wiki/Uonuma,_Niigata","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Urasa Kokusai","urasakokusai","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Urasa Kokusai | Urasa Kokusai","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/urasa-kokusai/","2026-07-13 | 2026-08-24","unclear","","2026-08-26","",""
"Niigata","Urasa Ski Area","urasaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Urasa Ski Area | Urasa Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Wakabuna Kōgen Ski Area","wakabunakogenskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Wakabuna Kōgen Ski Area | Wakabuna Kōgen Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Wonder Valley Sado Ski Area","wondervalleysadoskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Wonder Valley Sado Ski Area | Wonder Valley Sado Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Yakeyama Onsen","yakeyamaonsen","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Yakeyama Onsen | Yakeyama Onsen | Yakeyama Onsen Ski Area | Yakeyama Onsen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/yakeyama-onsen/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Niigata","Yakushi Ski Resort","yunotaniyakushi","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Yunotani Yakushi | Yunotani Yakushi | Yakushi Ski Area | Yakushi Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/yunotani-yakushi/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://yakushi-ski.com/","2026-08-26","/niigata-regional/mountain/yakushi-ski-resort",""
"Niigata","Yasuda Chomin","yasudachomin","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Yasuda Chomin | Yasuda Chomin","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/yasuda-chomin/","2026-07-13 | 2026-08-24","unclear","","2026-08-26","",""
"Niigata","Yasuda Town Ski Area","yasudatownskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Yasuda Town Ski Area | Yasuda Town Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Yoshikawa Rokkakuyama Ski Area","yoshikawarokkakuyamaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Yoshikawa Rokkakuyama Ski Area | Yoshikawa Rokkakuyama Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Yūkyūzan Ski Area","yukyuzanskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Yūkyūzan Ski Area | Yūkyūzan Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Niigata","Yuzawa Kogen","yuzawakogengalayuzawaishiuchimaruyama","covered_by_multiple_pages","skiresort-japan-directory","Yuzawa Kogen/​Gala Yuzawa/​​Ishiuchi Maruyama","https://www.skiresort.com/en/ski-resort/yuzawa-kogen-gala-yuzawa-ishiuchi-maruyama/","2026-08-24","unresolved","","","/yuzawa/mountain/yuzawa-kogen | /yuzawa/mountain/gala-yuzawa | /yuzawa/mountain/ishiuchi-maruyama","One discovery identity intentionally reconciles to multiple operating-area pages."
"Niigata","Yuzawa Kogen Ski Resort","yuzawakogen","published_directly","japan-ski-resorts-558 | wikipedia-japan-specific | wikipedia-worldwide-japan","Yuzawa Kogen | Yuzawa Kōgen Ski Area | Yuzawa Kōgen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://snow.tohokukanko.jp/en/resorts/detail_yuzawa-kogen.html | https://snow.tohokukanko.jp/en/resorts/detail_yuzawa-kogen.html","2026-07-13 | 2026-08-26 | 2026-08-26","unclear","https://niigata-kankou.or.jp/ski","2026-08-26","/yuzawa/mountain/yuzawa-kogen",""
"Niigata","Yuzawa Nakazato Snow Resort","yuzawanakazato","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Yuzawa Nakazato | Yuzawa Nakazato | Yuzawa Nakazato Ski Area | Yuzawa Nakazato Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/yuzawa-nakazato/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","https://niigata-kankou.or.jp/ski","2026-08-26","",""
"Niigata","Yuzawa Park Ski Resort","yuzawapark","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Yuzawa Park | Yuzawa Park | Yuzawa Park Ski Area | Yuzawa Park Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/yuzawa-park/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.park-resort.com/ski/","2026-08-26","/yuzawa/mountain/yuzawa-park-ski-resort",""
"Oita","Kujū Shinrin Kōen Ski Area","kujushinrinkoenskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Kujū Shinrin Kōen Ski Area | Kujū Shinrin Kōen Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Oita","Kujyumachi","kujyumachi","unresolved","japan-ski-resorts-558","Kujyumachi","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx","2026-07-13","unclear","","2026-08-26","",""
"Okayama","Chiya Ski Area","chiyaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Chiya Ski Area | Chiya Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Okayama","Hiruzen Bear Valley","hiruzenbearvalley","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Hiruzen Bear Valley | Hiruzen Bear Valley | Hiruzen Bear Valley Ski Area | Hiruzen Bear Valley Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/hiruzen-bear-valley/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Okayama","Ibuki no Sato Ski Area","ibukinosato","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Ibuki no Sato | Ibuki no Sato | Ibuki no Sato Ski Area | Ibuki no Sato Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/ibuki-no-sato/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.ibukinosato.co.jp/post/2025-26%E3%82%A6%E3%82%A4%E3%83%B3%E3%82%BF%E3%83%BC%E3%82%B7%E3%83%BC%E3%82%BA%E3%83%B3%E5%96%B6%E6%A5%AD%E7%B5%82%E4%BA%86%E3%81%AE%E3%81%8A%E7%9F%A5%E3%82%89%E3%81%9B","2026-08-26","/chugoku-ski-areas/mountain/ibuki-no-sato-ski-area",""
"Okayama","Kamihiruzen","kamihiruzen","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Kamihiruzen | Kamihiruzen","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/kamihiruzen/","2026-07-13 | 2026-08-24","unclear","","2026-08-26","",""
"Okayama","Ogaya","ogaya","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Ogaya | Ogaya","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/ogaya/","2026-07-13 | 2026-08-24","unclear","","2026-08-26","",""
"Okayama","Onbara Kogen","onbarakogen","unresolved","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Onbara Kogen | Onbara Kogen | Onbara Kōgen Ski Area | Onbara Kōgen Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/onbara-kogen/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unclear","","2026-08-26","",""
"Okayama","Shingo Daiichi","shingodaiichi","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Shingo Daiichi | Shingo Daiichi","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/shingo-daiichi/","2026-07-13 | 2026-08-24","unclear","","2026-08-26","",""
"Okayama","Tsuguro Kogen","tsugurokogen","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Tsuguro Kogen | Tsuguro Kogen (temporarily closed)","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/tsuguro-kogen/","2026-07-13 | 2026-08-24","unresolved","","","",""
"Saga","Tenzan Ski Resort","tenzanskiresort","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Tenzan Ski Resort | Tenzan Ski Resort","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Saitama","Saitama Snow Park","saitamasnowpark","out_of_scope","japan-ski-resorts-558 | skiresort-japan-directory","Saitama Snow Park | Saitama Snow Park (indoor ski area)","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/saitama-snow-park/","2026-07-13 | 2026-08-24","unresolved","","","",""
"Saitama","Sayama","sayama","out_of_scope","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Sayama | Sayama (indoor ski area) | Sayama Ski Resort (indoor skiing facilities only) | Sayama Ski Resort (indoor skiing facilities only)","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/sayama/ | https://en.wikipedia.org/wiki/Indoor_skiing | https://en.wikipedia.org/wiki/Indoor_skiing","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","unresolved","","","",""
"Shiga","Akagoyama Ski Area","akagoyamaskiarea","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Akagoyama Ski Area | Akagoyama Ski Area","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Shiga","Akoyama Ski Ground Snow Pal","akoyama","published_directly","japan-ski-resorts-558 | skiresort-japan-directory","Akoyama | Akoyama","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/akoyama/","2026-07-13 | 2026-08-24","verified_operating","https://woodypal.jp/facility/%E8%B5%A4%E5%AD%90%E5%B1%B1%E3%82%B9%E3%82%AD%E3%83%BC%E5%A0%B4-%E3%82%B9%E3%83%8E%E3%83%BC%E3%83%91%E3%83%AB/","2026-08-26","/shiga-ski-areas/mountain/akoyama-ski-ground-snow-pal",""
"Shiga","Berg Yogo","bergyogo","unresolved","wikipedia-japan-specific | wikipedia-worldwide-japan","Berg Yogo | Berg Yogo","https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-08-26 | 2026-08-26","unresolved","","","",""
"Shiga","Beruku Yogo","berukuyogo","unresolved","japan-ski-resorts-558 | skiresort-japan-directory","Beruku Yogo | Beruku Yogo (temporarily closed)","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/beruku-yogo/","2026-07-13 | 2026-08-24","unresolved","","","",""
"Shiga","Biwako Hakodateyama Ski Area","hakodateyama","published_directly","japan-ski-resorts-558 | skiresort-japan-directory | wikipedia-japan-specific | wikipedia-worldwide-japan","Hakodateyama | Hakodateyama | Hakodateyama Ski Area | Hakodateyama Ski Area","attached_assets/Japan_Ski_Resorts_558_1783900482697.xlsx | https://www.skiresort.com/en/ski-resort/hakodateyama/ | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan | https://en.wikipedia.org/wiki/List_of_ski_areas_and_resorts_in_Japan","2026-07-13 | 2026-08-24 | 2026-08-26 | 2026-08-26","verified_operating","https://www.hakodateyama.com/winter/information/","2026-08-26","/shiga-ski-areas/mountain/biwako-hakodateyama-ski-area",""
